enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
12509,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,5,0.0000
25473,city_26,0.698,Male,No relevent experience,Full time course,High School,,8,,,never,39,0.0000
13083,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,>4,29,0.0000
12454,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,2,210,0.0000
3500,city_103,0.92,Other,No relevent experience,Part time course,High School,,6,50-99,Funded Startup,1,54,0.0000
15922,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,44,0.0000
6685,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,47,0.0000
28838,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,74,0.0000
24082,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Pvt Ltd,1,8,1.0000
24846,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,,,never,20,1.0000
1020,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,162,0.0000
6189,city_36,0.893,,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,110,0.0000
16994,city_46,0.762,Other,Has relevent experience,Part time course,High School,,3,Oct-49,Pvt Ltd,1,262,0.0000
13135,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,6,0.0000
14578,city_64,0.666,Male,Has relevent experience,Part time course,Graduate,STEM,9,Oct-49,Pvt Ltd,1,19,1.0000
20732,city_64,0.666,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,23,1.0000
16496,city_21,0.624,Male,No relevent experience,,Graduate,STEM,<1,,,1,107,1.0000
16537,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,,>4,134,0.0000
17358,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Oct-49,Early Stage Startup,1,40,0.0000
21933,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,11,0.0000
7342,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,3,102,0.0000
5630,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,100,0.0000
24152,city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,never,30,0.0000
17762,city_103,0.92,,No relevent experience,no_enrollment,High School,,5,,,1,20,1.0000
4310,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,4,0.0000
5142,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,5,,,never,15,0.0000
22319,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,14,1.0000
30912,city_83,0.923,Male,No relevent experience,no_enrollment,Primary School,,1,,Pvt Ltd,never,103,0.0000
20976,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,2,40,0.0000
13150,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,27,0.0000
12206,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,>4,46,0.0000
9407,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,>4,110,0.0000
13152,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,0.0000
1069,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,57,0.0000
25418,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,,,1,240,0.0000
22689,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,42,0.0000
5104,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,16,1.0000
13994,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40,1.0000
27064,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,94,0.0000
14598,city_37,0.794,,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,160,0.0000
9571,city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,Oct-49,Early Stage Startup,1,25,0.0000
30854,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,11,0.0000
25290,city_173,0.878,,Has relevent experience,no_enrollment,High School,,<1,100-500,Pvt Ltd,1,29,0.0000
29640,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,23,0.0000
17519,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,2,113,0.0000
12111,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,56,0.0000
6085,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,39,1.0000
27277,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,20,0.0000
31692,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,0.0000
6052,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,56,0.0000
18161,city_145,0.555,,No relevent experience,Full time course,Graduate,STEM,4,,,1,106,0.0000
12934,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,64,0.0000
30400,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51,0.0000
26419,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,41,0.0000
4188,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,150,0.0000
12117,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,1,320,0.0000
28847,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,never,20,0.0000
30472,city_21,0.624,Male,No relevent experience,Full time course,,,4,1000-4999,Pvt Ltd,1,9,1.0000
32534,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,74,0.0000
22395,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,Public Sector,1,129,1.0000
4876,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,42,0.0000
25182,city_61,0.913,,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,never,58,0.0000
26135,city_103,0.92,Male,No relevent experience,Full time course,High School,,3,,,1,126,1.0000
7517,city_103,0.92,,No relevent experience,no_enrollment,High School,,4,,,1,45,1.0000
2793,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,166,0.0000
25174,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,110,0.0000
5593,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,1,37,0.0000
14003,city_102,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,2,,,1,95,1.0000
33057,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,1.0000
30484,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,0.0000
14688,city_116,0.743,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,97,0.0000
25459,city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,16,0.0000
23657,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,14,0.0000
20322,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,206,0.0000
22194,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Funded Startup,1,204,0.0000
31401,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,116,0.0000
14914,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,0.0000
20376,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,1.0000
27530,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,0.0000
24701,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,16,0.0000
6790,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,15,,,1,100,0.0000
10102,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,107,0.0000
10338,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,,,1,17,0.0000
15701,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,140,0.0000
21218,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,75,0.0000
1586,city_75,0.939,,Has relevent experience,no_enrollment,High School,,6,,,1,59,0.0000
9189,city_23,0.899,,Has relevent experience,no_enrollment,High School,,6,50-99,,1,146,0.0000
13788,city_93,0.865,,No relevent experience,no_enrollment,,,3,,,never,302,0.0000
10752,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,1.0000
28406,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,No Major,14,,Pvt Ltd,1,131,0.0000
26320,city_94,0.698,,Has relevent experience,Part time course,High School,,9,,,4,74,0.0000
17460,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,0.0000
18657,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,53,1.0000
9384,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,143,0.0000
4269,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,0.0000
14935,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,11,500-999,Pvt Ltd,1,7,0.0000
28033,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,182,0.0000
1568,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,0.0000
15465,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Public Sector,1,82,0.0000
26233,city_16,0.91,Male,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,58,0.0000
24729,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,94,0.0000
29440,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,,2,60,1.0000
32652,city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,0.0000
28556,city_149,0.689,,No relevent experience,no_enrollment,Primary School,,2,,,2,46,0.0000
12875,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,57,1.0000
21078,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,0.0000
30331,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,101,0.0000
5899,city_150,0.698,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,31,0.0000
22787,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,36,0.0000
27435,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,,,4,198,0.0000
2855,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,31,0.0000
18385,city_11,0.55,,Has relevent experience,,Masters,STEM,9,50-99,Pvt Ltd,1,12,0.0000
27866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,0.0000
7328,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,26,1.0000
24807,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,0.0000
27113,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,>4,8,1.0000
6008,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,38,0.0000
760,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,2,8,0.0000
2990,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,1.0000
28229,city_40,0.776,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,0.0000
4162,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,0.0000
27326,city_114,0.926,Male,Has relevent experience,Full time course,High School,,7,,,1,17,0.0000
604,city_16,0.91,Male,No relevent experience,,,,3,,,never,24,0.0000
2194,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,19,0.0000
21564,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,1.0000
17432,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,0.0000
13952,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,1.0000
1988,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,0.0000
23691,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,46,1.0000
10481,city_102,0.804,,No relevent experience,Full time course,Graduate,Business Degree,<1,,,never,214,0.0000
8540,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,0.0000
8806,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,22,1.0000
15468,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,65,0.0000
32747,city_160,0.92,,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,0.0000
1297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,0.0000
4075,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,52,1.0000
12772,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,14,,,>4,21,0.0000
22517,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,0.0000
26388,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,,4,288,1.0000
30676,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,53,0.0000
18376,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,,1,60,0.0000
10970,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,178,0.0000
29961,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,0.0000
5136,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,62,0.0000
20369,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,35,0.0000
23505,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,0.0000
11751,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,58,0.0000
12038,city_90,0.698,Male,Has relevent experience,Full time course,Masters,,,,,,44,1.0000
28590,city_16,0.91,Male,Has relevent experience,,Masters,STEM,6,50-99,Funded Startup,1,72,0.0000
32699,city_103,0.92,,Has relevent experience,no_enrollment,High School,,18,10000+,Pvt Ltd,1,80,0.0000
10370,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,0.0000
4095,city_10,0.895,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,25,0.0000
5340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,0.0000
9217,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,0.0000
15294,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,4,,,never,55,1.0000
23901,city_103,0.92,Male,No relevent experience,,,,3,,,never,32,0.0000
5673,city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,0.0000
25421,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,0.0000
20698,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,0.0000
41,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,47,0.0000
23636,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,12,,,4,47,0.0000
9387,city_73,0.754,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,20,0.0000
21466,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,198,1.0000
9515,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,0.0000
20743,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1.0000
25766,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,0.0000
4626,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,306,0.0000
4642,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,0.0000
16178,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,48,0.0000
1829,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,98,1.0000
2377,city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,46,0.0000
8287,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,53,1.0000
10529,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,0.0000
30608,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,1,76,0.0000
27546,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,43,0.0000
32324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,0.0000
8442,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,54,0.0000
8151,city_162,0.767,,Has relevent experience,Full time course,Masters,STEM,8,Oct-49,Pvt Ltd,1,7,0.0000
15796,city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,1.0000
9420,city_80,0.847,,Has relevent experience,no_enrollment,,,>20,500-999,,never,96,0.0000
17083,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0.0000
16414,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,53,0.0000
32340,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Funded Startup,1,161,0.0000
18462,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,1,11,0.0000
7996,city_41,0.827,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,6,0.0000
30636,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,1,72,1.0000
29982,city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,0.0000
29217,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,0.0000
18454,city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,50,0.0000
22508,city_71,0.884,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0.0000
